product_id,product_name,category,sub_category,cost_price,retail_price,weight_kg
PROD-1257,Top-Grain Leather Crossbody Bag,Apparel & Fashion,Accessories & Bags,35.0,115.0,10.62
PROD-1258,Top-Grain Leather Crossbody Bag - Pro Edition,Apparel & Fashion,Accessories & Bags,43.75,147.2,0.93
PROD-1259,Top-Grain Leather Crossbody Bag - Plus,Apparel & Fashion,Accessories & Bags,40.25,135.7,4.31
PROD-1260,Top-Grain Leather Crossbody Bag - Standard Pack,Apparel & Fashion,Accessories & Bags,31.5,105.8,4.77
PROD-1261,Top-Grain Leather Crossbody Bag - Midnight Black,Apparel & Fashion,Accessories & Bags,35.0,115.0,10.89
PROD-1262,Top-Grain Leather Crossbody Bag - Space Gray,Apparel & Fashion,Accessories & Bags,35.0,115.0,0.23
PROD-1263,Top-Grain Leather Crossbody Bag - Arctic White,Apparel & Fashion,Accessories & Bags,35.0,115.0,7.59
PROD-1264,Top-Grain Leather Crossbody Bag - Special Bundle,Apparel & Fashion,Accessories & Bags,50.75,161.0,10.56
PROD-1265,Polarized Aviator Sunglasses,Apparel & Fashion,Accessories & Bags,16.0,68.0,7.52
PROD-1266,Polarized Aviator Sunglasses - Pro Edition,Apparel & Fashion,Accessories & Bags,20.0,87.04,0.9
PROD-1267,Polarized Aviator Sunglasses - Plus,Apparel & Fashion,Accessories & Bags,18.4,80.24,10.68
PROD-1268,Polarized Aviator Sunglasses - Standard Pack,Apparel & Fashion,Accessories & Bags,14.4,62.56,4.96
PROD-1269,Polarized Aviator Sunglasses - Midnight Black,Apparel & Fashion,Accessories & Bags,16.0,68.0,5.16
PROD-1270,Polarized Aviator Sunglasses - Space Gray,Apparel & Fashion,Accessories & Bags,16.0,68.0,9.14
PROD-1271,Polarized Aviator Sunglasses - Arctic White,Apparel & Fashion,Accessories & Bags,16.0,68.0,1.35
PROD-1272,Polarized Aviator Sunglasses - Special Bundle,Apparel & Fashion,Accessories & Bags,23.2,95.2,4.65
PROD-1273,Automatic Stainless Steel Watch,Apparel & Fashion,Accessories & Bags,60.0,195.0,6.44
PROD-1274,Automatic Stainless Steel Watch - Pro Edition,Apparel & Fashion,,75.0,249.6,3.1
PROD-1275,Automatic Stainless Steel Watch - Plus,Apparel & Fashion,Accessories & Bags,69.0,230.1,11.87
PROD-1276,Automatic Stainless Steel Watch - Standard Pack,Apparel & Fashion,Accessories & Bags,54.0,179.4,6.13
PROD-1277,Automatic Stainless Steel Watch - Midnight Black,Apparel & Fashion,Accessories & Bags,60.0,195.0,8.36
PROD-1278,Automatic Stainless Steel Watch - Space Gray,Apparel & Fashion,Accessories & Bags,60.0,195.0,6.99
PROD-1279,Automatic Stainless Steel Watch - Arctic White,Apparel & Fashion,Accessories & Bags,60.0,195.0,10.73
PROD-1280,Automatic Stainless Steel Watch - Special Bundle,Apparel & Fashion,Accessories & Bags,87.0,273.0,5.4
PROD-1281,Full-Grain Leather Bifold Wallet,Apparel & Fashion,Accessories & Bags,12.0,42.0,0.85
PROD-1282,Full-Grain Leather Bifold Wallet - Pro Edition,Apparel & Fashion,Accessories & Bags,15.0,53.76,12.36
PROD-1283,Full-Grain Leather Bifold Wallet - Plus,Apparel & Fashion,Accessories & Bags,13.8,49.56,0.97
PROD-1284,Full-Grain Leather Bifold Wallet - Standard Pack,Apparel & Fashion,Accessories & Bags,10.8,38.64,2.08
PROD-1285,Full-Grain Leather Bifold Wallet - Midnight Black,Apparel & Fashion,Accessories & Bags,12.0,42.0,9.21
PROD-1286,Full-Grain Leather Bifold Wallet - Space Gray,Apparel & Fashion,Accessories & Bags,12.0,42.0,2.32
PROD-1287,Full-Grain Leather Bifold Wallet - Arctic White,Apparel & Fashion,Accessories & Bags,12.0,42.0,6.66
PROD-1288,Full-Grain Leather Bifold Wallet - Special Bundle,Apparel & Fashion,Accessories & Bags,17.4,58.8,4.36
PROD-1289,10-Piece Tri-Ply Stainless Cookware Set,Home & Kitchen,Kitchenware & Cookware,95.0,289.0,0.59
PROD-1290,10-Piece Tri-Ply Stainless Cookware Set - Pro Edition,Home & Kitchen,Kitchenware & Cookware,118.75,369.92,2.66
PROD-1291,10-Piece Tri-Ply Stainless Cookware Set - Plus,Home & Kitchen,Kitchenware & Cookware,109.25,341.02,7.23
PROD-1292,10-Piece Tri-Ply Stainless Cookware Set - Standard Pack,Home & Kitchen,Kitchenware & Cookware,85.5,265.88,11.04
PROD-1293,10-Piece Tri-Ply Stainless Cookware Set - Midnight Black,Home & Kitchen,Kitchenware & Cookware,95.0,289.0,0.8
PROD-1294,10-Piece Tri-Ply Stainless Cookware Set - Space Gray,Home & Kitchen,Kitchenware & Cookware,95.0,289.0,11.89
PROD-1295,10-Piece Tri-Ply Stainless Cookware Set - Arctic White,Home & Kitchen,Kitchenware & Cookware,95.0,289.0,12.06
PROD-1296,10-Piece Tri-Ply Stainless Cookware Set - Special Bundle,Home & Kitchen,Kitchenware & Cookware,137.75,404.6,11.05
PROD-1297,Enameled Cast Iron Dutch Oven 6Qt,Home & Kitchen,Kitchenware & Cookware,40.0,129.0,2.86
PROD-1298,Enameled Cast Iron Dutch Oven 6Qt - Pro Edition,Home & Kitchen,Kitchenware & Cookware,50.0,165.12,9.98
PROD-1299,Enameled Cast Iron Dutch Oven 6Qt - Plus,Home & Kitchen,Kitchenware & Cookware,46.0,152.22,12.21
PROD-1300,Enameled Cast Iron Dutch Oven 6Qt - Standard Pack,Home & Kitchen,Kitchenware & Cookware,36.0,118.68,6.17
PROD-1301,Enameled Cast Iron Dutch Oven 6Qt - Midnight Black,Home & Kitchen,Kitchenware & Cookware,40.0,129.0,0.88
PROD-1302,Enameled Cast Iron Dutch Oven 6Qt - Space Gray,Home & Kitchen,Kitchenware & Cookware,40.0,129.0,11.26
PROD-1303,Enameled Cast Iron Dutch Oven 6Qt - Arctic White,Home & Kitchen,Kitchenware & Cookware,40.0,129.0,2.73
PROD-1304,Enameled Cast Iron Dutch Oven 6Qt - Special Bundle,Home & Kitchen,Kitchenware & Cookware,58.0,180.6,11.29
PROD-1305,Japanese High-Carbon Chef Knife 8in,Home & Kitchen,Kitchenware & Cookware,25.0,89.0,6.42
PROD-1306,Japanese High-Carbon Chef Knife 8in - Pro Edition,Home & Kitchen,Kitchenware & Cookware,31.25,113.92,4.79
PROD-1307,Japanese High-Carbon Chef Knife 8in - Plus,Home & Kitchen,Kitchenware & Cookware,28.75,105.02,8.61
PROD-1308,Japanese High-Carbon Chef Knife 8in - Standard Pack,Home & Kitchen,Kitchenware & Cookware,22.5,81.88,3.26
PROD-1309,Japanese High-Carbon Chef Knife 8in - Midnight Black,Home & Kitchen,Kitchenware & Cookware,25.0,89.0,12.14
PROD-1310,Japanese High-Carbon Chef Knife 8in - Space Gray,Home & Kitchen,Kitchenware & Cookware,25.0,89.0,1.84
PROD-1311,Japanese High-Carbon Chef Knife 8in - Arctic White,Home & Kitchen,Kitchenware & Cookware,25.0,89.0,9.92
PROD-1312,Japanese High-Carbon Chef Knife 8in - Special Bundle,Home & Kitchen,Kitchenware & Cookware,36.25,124.6,4.52
PROD-1313,Digital Air Fryer Max 6Qt,Home & Kitchen,Kitchenware & Cookware,38.0,119.0,11.87
PROD-1314,Digital Air Fryer Max 6Qt - Pro Edition,Home & Kitchen,Kitchenware & Cookware,47.5,152.32,8.87
PROD-1315,Digital Air Fryer Max 6Qt - Plus,Home & Kitchen,Kitchenware & Cookware,43.7,140.42,0.47
PROD-1316,Digital Air Fryer Max 6Qt - Standard Pack,Home & Kitchen,Kitchenware & Cookware,34.2,109.48,9.43
PROD-1317,Digital Air Fryer Max 6Qt - Midnight Black,Home & Kitchen,Kitchenware & Cookware,38.0,119.0,5.41
PROD-1318,Digital Air Fryer Max 6Qt - Space Gray,Home & Kitchen,Kitchenware & Cookware,38.0,119.0,6.46
PROD-1319,Digital Air Fryer Max 6Qt - Arctic White,Home & Kitchen,Kitchenware & Cookware,38.0,119.0,10.91
PROD-1320,Digital Air Fryer Max 6Qt - Special Bundle,Home & Kitchen,Kitchenware & Cookware,55.1,166.6,1.89
PROD-1321,Barista Espresso Machine Compact,Home & Kitchen,Appliances,140.0,399.0,12.27
PROD-1322,Barista Espresso Machine Compact - Pro Edition,Home & Kitchen,Appliances,175.0,510.72,11.47
PROD-1323,Barista Espresso Machine Compact - Plus,Home & Kitchen,Appliances,161.0,470.82,0.92
PROD-1324,Barista Espresso Machine Compact - Standard Pack,Home & Kitchen,Appliances,126.0,367.08,1.98
PROD-1325,Barista Espresso Machine Compact - Midnight Black,Home & Kitchen,Appliances,140.0,399.0,3.59
PROD-1326,Barista Espresso Machine Compact - Space Gray,Home & Kitchen,Appliances,140.0,399.0,1.28
PROD-1327,Barista Espresso Machine Compact - Arctic White,Home & Kitchen,Appliances,140.0,399.0,4.69
PROD-1328,Barista Espresso Machine Compact - Special Bundle,Home & Kitchen,Appliances,203.0,558.6,5.45
PROD-1329,Precision Variable Temp Electric Kettle,Home & Kitchen,Appliances,22.0,79.0,1.54
PROD-1330,Precision Variable Temp Electric Kettle - Pro Edition,Home & Kitchen,Appliances,27.5,101.12,3.74
PROD-1331,Precision Variable Temp Electric Kettle - Plus,Home & Kitchen,Appliances,25.3,93.22,0.97
PROD-1332,Precision Variable Temp Electric Kettle - Standard Pack,Home & Kitchen,Appliances,19.8,72.68,1.41
PROD-1333,Precision Variable Temp Electric Kettle - Midnight Black,Home & Kitchen,Appliances,22.0,79.0,10.75
PROD-1334,Precision Variable Temp Electric Kettle - Space Gray,Home & Kitchen,Appliances,22.0,79.0,2.11
PROD-1335,Precision Variable Temp Electric Kettle - Arctic White,Home & Kitchen,Appliances,22.0,79.0,7.58
PROD-1336,Precision Variable Temp Electric Kettle - Special Bundle,Home & Kitchen,Appliances,31.9,110.6,0.24
PROD-1337,High-Speed Countertop Blender 1200W,Home & Kitchen,Appliances,45.0,139.0,0.64
PROD-1338,High-Speed Countertop Blender 1200W - Pro Edition,Home & Kitchen,Appliances,56.25,177.92,7.77
PROD-1339,High-Speed Countertop Blender 1200W - Plus,Home & Kitchen,Appliances,51.75,164.02,1.39
PROD-1340,High-Speed Countertop Blender 1200W - Standard Pack,Home & Kitchen,Appliances,40.5,127.88,10.0
PROD-1341,High-Speed Countertop Blender 1200W - Midnight Black,Home & Kitchen,Appliances,45.0,139.0,7.17
PROD-1342,High-Speed Countertop Blender 1200W - Space Gray,Home & Kitchen,Appliances,45.0,139.0,6.83
PROD-1343,High-Speed Countertop Blender 1200W - Arctic White,Home & Kitchen,Appliances,45.0,139.0,5.46
PROD-1344,High-Speed Countertop Blender 1200W - Special Bundle,Home & Kitchen,Appliances,65.25,194.6,3.79
PROD-1345,Robotic Vacuum & Mop Combo,Home & Kitchen,Appliances,160.0,449.0,0.27
PROD-1346,Robotic Vacuum & Mop Combo - Pro Edition,Home & Kitchen,Appliances,200.0,574.72,10.87
PROD-1347,Robotic Vacuum & Mop Combo - Plus,Home & Kitchen,Appliances,184.0,529.82,5.7
PROD-1348,Robotic Vacuum & Mop Combo - Standard Pack,Home & Kitchen,Appliances,144.0,413.08,5.9
PROD-1349,Robotic Vacuum & Mop Combo - Midnight Black,Home & Kitchen,Appliances,160.0,449.0,0.6
PROD-1350,Robotic Vacuum & Mop Combo - Space Gray,Home & Kitchen,Appliances,160.0,449.0,12.45
PROD-1351,Robotic Vacuum & Mop Combo - Arctic White,Home & Kitchen,Appliances,160.0,449.0,5.26
PROD-1352,Robotic Vacuum & Mop Combo - Special Bundle,Home & Kitchen,Appliances,232.0,628.6,4.64
PROD-1353,Ergonomic Mesh Office Chair Pro,Home & Kitchen,Furniture & Decor,85.0,259.0,11.93
PROD-1354,Ergonomic Mesh Office Chair Pro - Pro Edition,Home & Kitchen,Furniture & Decor,106.25,331.52,0.94
PROD-1355,Ergonomic Mesh Office Chair Pro - Plus,Home & Kitchen,Furniture & Decor,97.75,305.62,1.15
PROD-1356,Ergonomic Mesh Office Chair Pro - Standard Pack,Home & Kitchen,Furniture & Decor,76.5,238.28,9.26
PROD-1357,Ergonomic Mesh Office Chair Pro - Midnight Black,Home & Kitchen,Furniture & Decor,85.0,259.0,1.12
PROD-1358,Ergonomic Mesh Office Chair Pro - Space Gray,Home & Kitchen,Furniture & Decor,85.0,259.0,3.56
PROD-1359,Ergonomic Mesh Office Chair Pro - Arctic White,Home & Kitchen,Furniture & Decor,85.0,259.0,6.04
PROD-1360,Ergonomic Mesh Office Chair Pro - Special Bundle,Home & Kitchen,Furniture & Decor,123.25,362.6,4.38
PROD-1361,Adjustable Solid Bamboo Standing Desk,Home & Kitchen,Furniture & Decor,150.0,429.0,2.41
PROD-1362,Adjustable Solid Bamboo Standing Desk - Pro Edition,Home & Kitchen,Furniture & Decor,187.5,549.12,7.17
PROD-1363,Adjustable Solid Bamboo Standing Desk - Plus,Home & Kitchen,Furniture & Decor,172.5,506.22,6.32
PROD-1364,Adjustable Solid Bamboo Standing Desk - Standard Pack,Home & Kitchen,Furniture & Decor,135.0,394.68,2.41
PROD-1365,Adjustable Solid Bamboo Standing Desk - Midnight Black,Home & Kitchen,Furniture & Decor,150.0,429.0,5.96
PROD-1366,Adjustable Solid Bamboo Standing Desk - Space Gray,Home & Kitchen,Furniture & Decor,150.0,429.0,8.43
PROD-1367,Adjustable Solid Bamboo Standing Desk - Arctic White,Home & Kitchen,Furniture & Decor,150.0,429.0,6.55
PROD-1368,Adjustable Solid Bamboo Standing Desk - Special Bundle,Home & Kitchen,Furniture & Decor,217.5,600.6,10.34
PROD-1369,Dimmable Arc Floor Reading Lamp,Home & Kitchen,Furniture & Decor,32.0,99.0,6.43
PROD-1370,Dimmable Arc Floor Reading Lamp - Pro Edition,Home & Kitchen,Furniture & Decor,40.0,126.72,1.77
PROD-1371,Dimmable Arc Floor Reading Lamp - Plus,Home & Kitchen,Furniture & Decor,36.8,116.82,3.68
PROD-1372,Dimmable Arc Floor Reading Lamp - Standard Pack,Home & Kitchen,Furniture & Decor,28.8,91.08,1.58
PROD-1373,Dimmable Arc Floor Reading Lamp - Midnight Black,Home & Kitchen,Furniture & Decor,32.0,99.0,7.22
PROD-1374,Dimmable Arc Floor Reading Lamp - Space Gray,Home & Kitchen,Furniture & Decor,32.0,99.0,7.9
PROD-1375,Dimmable Arc Floor Reading Lamp - Arctic White,Home & Kitchen,Furniture & Decor,32.0,99.0,0.86
PROD-1376,Dimmable Arc Floor Reading Lamp - Special Bundle,Home & Kitchen,Furniture & Decor,46.4,138.6,0.3
PROD-1377,Luxury 800 Thread Count Sheet Set,Home & Kitchen,Furniture & Decor,28.0,95.0,9.61
PROD-1378,Luxury 800 Thread Count Sheet Set - Pro Edition,Home & Kitchen,Furniture & Decor,35.0,121.6,9.26
PROD-1379,Luxury 800 Thread Count Sheet Set - Plus,Home & Kitchen,Furniture & Decor,32.2,112.1,11.37
PROD-1380,Luxury 800 Thread Count Sheet Set - Standard Pack,Home & Kitchen,Furniture & Decor,25.2,87.4,6.84
PROD-1381,Luxury 800 Thread Count Sheet Set - Midnight Black,Home & Kitchen,Furniture & Decor,28.0,95.0,0.97
PROD-1382,Luxury 800 Thread Count Sheet Set - Space Gray,Home & Kitchen,Furniture & Decor,28.0,95.0,11.89
PROD-1383,Luxury 800 Thread Count Sheet Set - Arctic White,Home & Kitchen,Furniture & Decor,28.0,95.0,6.73
PROD-1384,Luxury 800 Thread Count Sheet Set - Special Bundle,Home & Kitchen,Furniture & Decor,40.6,133.0,9.97
PROD-1385,Airtight Food Storage Container Set,Home & Kitchen,Storage & Organization,12.0,39.0,5.91
PROD-1386,Airtight Food Storage Container Set - Pro Edition,Home & Kitchen,Storage & Organization,15.0,49.92,3.35
PROD-1387,Airtight Food Storage Container Set - Plus,Home & Kitchen,Storage & Organization,13.8,46.02,0.9
PROD-1388,Airtight Food Storage Container Set - Standard Pack,Home & Kitchen,Storage & Organization,10.8,35.88,12.25
PROD-1389,Airtight Food Storage Container Set - Midnight Black,Home & Kitchen,Storage & Organization,12.0,39.0,12.18
PROD-1390,Airtight Food Storage Container Set - Space Gray,Home & Kitchen,Storage & Organization,12.0,39.0,1.72
PROD-1391,Airtight Food Storage Container Set - Arctic White,Home & Kitchen,Storage & Organization,12.0,39.0,5.31
PROD-1392,Airtight Food Storage Container Set - Special Bundle,Home & Kitchen,Storage & Organization,17.4,54.6,2.44
PROD-1393,Heavy Duty Wire Shelving Unit 5-Tier,Home & Kitchen,Storage & Organization,34.0,99.0,2.19
PROD-1394,Heavy Duty Wire Shelving Unit 5-Tier - Pro Edition,Home & Kitchen,Storage & Organization,42.5,126.72,9.76
PROD-1395,Heavy Duty Wire Shelving Unit 5-Tier - Plus,Home & Kitchen,Storage & Organization,39.1,116.82,4.58
PROD-1396,Heavy Duty Wire Shelving Unit 5-Tier - Standard Pack,Home & Kitchen,Storage & Organization,30.6,91.08,11.97
PROD-1397,Heavy Duty Wire Shelving Unit 5-Tier - Midnight Black,Home & Kitchen,Storage & Organization,34.0,99.0,11.24
PROD-1398,Heavy Duty Wire Shelving Unit 5-Tier - Space Gray,Home & Kitchen,Storage & Organization,34.0,99.0,5.39
PROD-1399,Heavy Duty Wire Shelving Unit 5-Tier - Arctic White,Home & Kitchen,Storage & Organization,34.0,99.0,7.83
PROD-1400,Heavy Duty Wire Shelving Unit 5-Tier - Special Bundle,Home & Kitchen,Storage & Organization,49.3,138.6,8.92
PROD-1401,Bamboo Expandable Drawer Organizer,Home & Kitchen,Storage & Organization,8.0,25.0,10.63
PROD-1402,Bamboo Expandable Drawer Organizer - Pro Edition,Home & Kitchen,Storage & Organization,10.0,32.0,5.99
PROD-1403,Bamboo Expandable Drawer Organizer - Plus,Home & Kitchen,Storage & Organization,9.2,29.5,9.73
PROD-1404,Bamboo Expandable Drawer Organizer - Standard Pack,Home & Kitchen,Storage & Organization,7.2,23.0,5.23
PROD-1405,Bamboo Expandable Drawer Organizer - Midnight Black,Home & Kitchen,Storage & Organization,8.0,25.0,4.85
PROD-1406,Bamboo Expandable Drawer Organizer - Space Gray,Home & Kitchen,Storage & Organization,8.0,25.0,3.13
PROD-1407,Bamboo Expandable Drawer Organizer - Arctic White,Home & Kitchen,Storage & Organization,8.0,25.0,3.69
PROD-1408,Bamboo Expandable Drawer Organizer - Special Bundle,Home & Kitchen,Storage & Organization,11.6,35.0,9.12
PROD-1409,Closet Organizer System Modular,Home & Kitchen,Storage & Organization,24.0,75.0,4.96
PROD-1410,Closet Organizer System Modular - Pro Edition,Home & Kitchen,Storage & Organization,30.0,96.0,2.98
PROD-1411,Closet Organizer System Modular - Plus,Home & Kitchen,Storage & Organization,27.6,88.5,11.18
PROD-1412,Closet Organizer System Modular - Standard Pack,Home & Kitchen,Storage & Organization,21.6,69.0,6.33
PROD-1413,Closet Organizer System Modular - Midnight Black,Home & Kitchen,Storage & Organization,24.0,75.0,7.43
PROD-1414,Closet Organizer System Modular - Space Gray,Home & Kitchen,Storage & Organization,24.0,75.0,10.59
PROD-1415,Closet Organizer System Modular - Arctic White,Home & Kitchen,Storage & Organization,24.0,75.0,9.52
PROD-1416,Closet Organizer System Modular - Special Bundle,Home & Kitchen,Storage & Organization,34.8,105.0,11.65
PROD-1417,Hydrating Hyaluronic Acid Serum,Beauty & Personal Care,Skincare,8.0,32.0,8.6
PROD-1418,Hydrating Hyaluronic Acid Serum - Pro Edition,Beauty & Personal Care,Skincare,10.0,40.96,9.35
PROD-1419,Hydrating Hyaluronic Acid Serum - Plus,Beauty & Personal Care,Skincare,9.2,37.76,9.85
PROD-1420,Hydrating Hyaluronic Acid Serum - Standard Pack,Beauty & Personal Care,Skincare,7.2,29.44,4.28
PROD-1421,Hydrating Hyaluronic Acid Serum - Midnight Black,Beauty & Personal Care,Skincare,8.0,32.0,9.52
PROD-1422,Hydrating Hyaluronic Acid Serum - Space Gray,Beauty & Personal Care,Skincare,8.0,32.0,1.68
PROD-1423,Hydrating Hyaluronic Acid Serum - Arctic White,Beauty & Personal Care,Skincare,8.0,32.0,10.49
PROD-1424,Hydrating Hyaluronic Acid Serum - Special Bundle,Beauty & Personal Care,Skincare,11.6,44.8,0.83
PROD-1425,Anti-Aging Retinol Night Cream,Beauty & Personal Care,Skincare,12.0,48.0,2.71
PROD-1426,Anti-Aging Retinol Night Cream - Pro Edition,Beauty & Personal Care,Skincare,15.0,61.44,11.51
PROD-1427,Anti-Aging Retinol Night Cream - Plus,Beauty & Personal Care,Skincare,13.8,56.64,1.44
PROD-1428,Anti-Aging Retinol Night Cream - Standard Pack,Beauty & Personal Care,Skincare,10.8,44.16,5.42
PROD-1429,Anti-Aging Retinol Night Cream - Midnight Black,Beauty & Personal Care,Skincare,12.0,48.0,11.34
PROD-1430,Anti-Aging Retinol Night Cream - Space Gray,Beauty & Personal Care,Skincare,12.0,48.0,8.15
PROD-1431,Anti-Aging Retinol Night Cream - Arctic White,Beauty & Personal Care,Skincare,12.0,48.0,1.87
PROD-1432,Anti-Aging Retinol Night Cream - Special Bundle,Beauty & Personal Care,Skincare,17.4,67.2,9.53
PROD-1433,Mineral Broad Spectrum Sunscreen SPF 50,Beauty & Personal Care,Skincare,7.0,26.0,2.71
PROD-1434,Mineral Broad Spectrum Sunscreen SPF 50 - Pro Edition,Beauty & Personal Care,Skincare,8.75,33.28,8.05
PROD-1435,Mineral Broad Spectrum Sunscreen SPF 50 - Plus,Beauty & Personal Care,Skincare,8.05,30.68,8.03
PROD-1436,Mineral Broad Spectrum Sunscreen SPF 50 - Standard Pack,Beauty & Personal Care,Skincare,6.3,23.92,8.0
PROD-1437,Mineral Broad Spectrum Sunscreen SPF 50 - Midnight Black,Beauty & Personal Care,Skincare,7.0,26.0,12.3
PROD-1438,Mineral Broad Spectrum Sunscreen SPF 50 - Space Gray,Beauty & Personal Care,Skincare,7.0,26.0,4.17
PROD-1439,Mineral Broad Spectrum Sunscreen SPF 50 - Arctic White,Beauty & Personal Care,Skincare,7.0,26.0,8.21
PROD-1440,Mineral Broad Spectrum Sunscreen SPF 50 - Special Bundle,Beauty & Personal Care,Skincare,10.15,36.4,12.41
PROD-1441,Gentle Foaming Cleanser 200ml,Beauty & Personal Care,Skincare,6.0,22.0,3.65
PROD-1442,Gentle Foaming Cleanser 200ml - Pro Edition,Beauty & Personal Care,Skincare,7.5,28.16,10.95
PROD-1443,Gentle Foaming Cleanser 200ml - Plus,Beauty & Personal Care,Skincare,6.9,25.96,8.31
PROD-1444,Gentle Foaming Cleanser 200ml - Standard Pack,Beauty & Personal Care,Skincare,5.4,20.24,1.08
PROD-1445,Gentle Foaming Cleanser 200ml - Midnight Black,Beauty & Personal Care,Skincare,6.0,22.0,3.31
PROD-1446,Gentle Foaming Cleanser 200ml - Space Gray,Beauty & Personal Care,Skincare,6.0,22.0,3.53
PROD-1447,Gentle Foaming Cleanser 200ml - Arctic White,Beauty & Personal Care,Skincare,6.0,22.0,11.61
PROD-1448,Gentle Foaming Cleanser 200ml - Special Bundle,Beauty & Personal Care,Skincare,8.7,30.8,0.81
PROD-1449,Ionic Salon Hair Dryer 1875W,Beauty & Personal Care,Haircare,28.0,89.0,4.85
PROD-1450,Ionic Salon Hair Dryer 1875W - Pro Edition,Beauty & Personal Care,Haircare,35.0,113.92,6.56
PROD-1451,Ionic Salon Hair Dryer 1875W - Plus,Beauty & Personal Care,Haircare,32.2,105.02,4.03
PROD-1452,Ionic Salon Hair Dryer 1875W - Standard Pack,Beauty & Personal Care,Haircare,25.2,81.88,3.21
PROD-1453,Ionic Salon Hair Dryer 1875W - Midnight Black,Beauty & Personal Care,Haircare,28.0,89.0,2.07
PROD-1454,Ionic Salon Hair Dryer 1875W - Space Gray,Beauty & Personal Care,Haircare,28.0,89.0,3.13
PROD-1455,Ionic Salon Hair Dryer 1875W - Arctic White,Beauty & Personal Care,Haircare,28.0,89.0,7.74
PROD-1456,Ionic Salon Hair Dryer 1875W - Special Bundle,Beauty & Personal Care,Haircare,40.6,124.6,3.56
PROD-1457,Keratin Protein Repair Hair Mask,Beauty & Personal Care,Haircare,9.0,29.0,4.47
PROD-1458,Keratin Protein Repair Hair Mask - Pro Edition,Beauty & Personal Care,Haircare,11.25,37.12,3.99
PROD-1459,Keratin Protein Repair Hair Mask - Plus,Beauty & Personal Care,Haircare,10.35,34.22,8.74
PROD-1460,Keratin Protein Repair Hair Mask - Standard Pack,Beauty & Personal Care,Haircare,8.1,26.68,11.33
PROD-1461,Keratin Protein Repair Hair Mask - Midnight Black,Beauty & Personal Care,Haircare,9.0,29.0,4.63
PROD-1462,Keratin Protein Repair Hair Mask - Space Gray,Beauty & Personal Care,Haircare,9.0,29.0,6.62
PROD-1463,Keratin Protein Repair Hair Mask - Arctic White,Beauty & Personal Care,Haircare,9.0,29.0,11.29
PROD-1464,Keratin Protein Repair Hair Mask - Special Bundle,Beauty & Personal Care,Haircare,13.05,40.6,5.87
PROD-1465,Ceramic Tourmaline Hair Straightener,Beauty & Personal Care,Haircare,20.0,69.0,2.43
PROD-1466,Ceramic Tourmaline Hair Straightener - Pro Edition,Beauty & Personal Care,Haircare,25.0,88.32,8.57
PROD-1467,Ceramic Tourmaline Hair Straightener - Plus,Beauty & Personal Care,Haircare,23.0,81.42,11.26
PROD-1468,Ceramic Tourmaline Hair Straightener - Standard Pack,Beauty & Personal Care,Haircare,18.0,63.48,7.63
PROD-1469,Ceramic Tourmaline Hair Straightener - Midnight Black,Beauty & Personal Care,Haircare,20.0,69.0,2.74
PROD-1470,Ceramic Tourmaline Hair Straightener - Space Gray,Beauty & Personal Care,Haircare,20.0,69.0,7.58
PROD-1471,Ceramic Tourmaline Hair Straightener - Arctic White,Beauty & Personal Care,Haircare,20.0,69.0,5.31
PROD-1472,Ceramic Tourmaline Hair Straightener - Special Bundle,Beauty & Personal Care,Haircare,29.0,96.6,11.17
PROD-1473,Organic Botanical Argan Oil 100ml,Beauty & Personal Care,Haircare,7.0,24.0,9.9
PROD-1474,Organic Botanical Argan Oil 100ml - Pro Edition,Beauty & Personal Care,Haircare,8.75,30.72,1.01
PROD-1475,Organic Botanical Argan Oil 100ml - Plus,Beauty & Personal Care,Haircare,8.05,28.32,0.3
PROD-1476,Organic Botanical Argan Oil 100ml - Standard Pack,Beauty & Personal Care,Haircare,6.3,22.08,0.71
PROD-1477,Organic Botanical Argan Oil 100ml - Midnight Black,Beauty & Personal Care,Haircare,7.0,24.0,11.36
PROD-1478,Organic Botanical Argan Oil 100ml - Space Gray,Beauty & Personal Care,Haircare,7.0,24.0,1.76
PROD-1479,Organic Botanical Argan Oil 100ml - Arctic White,Beauty & Personal Care,Haircare,7.0,24.0,8.54
PROD-1480,Organic Botanical Argan Oil 100ml - Special Bundle,Beauty & Personal Care,Haircare,10.15,33.6,7.47
PROD-1481,Sonic Electric Toothbrush Smart,Beauty & Personal Care,Personal Care,22.0,79.0,0.93
PROD-1482,Sonic Electric Toothbrush Smart - Pro Edition,Beauty & Personal Care,Personal Care,27.5,101.12,4.28
PROD-1483,Sonic Electric Toothbrush Smart - Plus,Beauty & Personal Care,Personal Care,25.3,93.22,10.31
PROD-1484,Sonic Electric Toothbrush Smart - Standard Pack,Beauty & Personal Care,Personal Care,19.8,72.68,2.68
PROD-1485,Sonic Electric Toothbrush Smart - Midnight Black,Beauty & Personal Care,Personal Care,22.0,79.0,4.49
PROD-1486,Sonic Electric Toothbrush Smart - Space Gray,Beauty & Personal Care,Personal Care,22.0,79.0,11.39
PROD-1487,Sonic Electric Toothbrush Smart - Arctic White,Beauty & Personal Care,Personal Care,22.0,79.0,5.14
PROD-1488,Sonic Electric Toothbrush Smart - Special Bundle,Beauty & Personal Care,Personal Care,31.9,110.6,0.3
PROD-1489,Precision Beard Trimmer Kit,Beauty & Personal Care,Personal Care,16.0,52.0,6.09
